X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Product,Spec
1.057505499358478,-0.8162181026350696,1.573126105746446,0.16754842521984847,0.8250401819133734,0.04978471933164352,0.3275213677871006,0.5026891112245373,0.8311005491947803,0.4084373440103929,1.0,26.43791951504857
0.5170392178254364,1.0603840516571488,-2.242509420842696,0.36442801075895015,0.46623277603589675,0.9083887464784717,0.6803414452869412,0.21264213342570093,0.433104988179018,0.7127878131330317,1.0,43.97005203446828
0.01103411995632842,-0.3625378492291533,-2.1021261784593346,0.5423956860308883,0.34719230968641,0.9295240468583356,0.998132315916645,0.4870622245898868,0.98533666240904,0.5456941373821687,1.0,31.61476050578514
-0.3176345501133999,1.1394350147457997,-0.8556663158789646,0.8261406904488496,0.6222728404977313,0.5978670600702354,0.4529393457038364,0.19952938172333667,0.700036944354732,0.4174446309952127,1.0,39.854496846601066
-0.4589950583873095,-0.37609467850182554,-1.6445719266875747,0.4297885696857574,0.8547474003630907,0.8076157880387403,0.9344427113899397,0.4312365599441955,0.8162170715758711,0.515348059929167,1.0,27.786128275964032
-0.27160896770313797,-0.13849485065380748,-1.0156516015166097,0.961558818844535,0.7173769570618412,0.5294855590941154,0.8320006410037827,0.39475563552392845,0.9245140184167906,0.23727073442520874,1.0,26.9582968333049
0.26837194194042985,0.5220622056710209,-0.02886614166850554,0.6264784857522431,0.5929085817066405,0.004076449015086525,0.6118376160610458,0.8511109608377738,0.8490076549981627,0.5125362067903323,1.0,38.07491662558512
0.3352159288412551,-0.20893311860412767,-0.6349234576548453,0.13384682395247205,0.7210429149263522,0.22597882152966675,0.5013111975860647,0.7755543912435204,0.5869354450129136,0.21780363207343845,1.0,29.960325667146364
0.38830762101472605,-0.5457823296754247,-1.093413218138307,0.1154874838695732,0.40649151442998566,0.13505928910992093,0.4969386670030105,0.38536913412323215,0.5244777858148029,0.8312044093052939,1.0,27.7292843877648
-0.036702608525817734,-0.9189852602247406,1.2744607908661343,0.6757699950999901,0.8586407749636108,0.9384292087503823,0.4567739946102304,0.8824657849539641,0.23945560930636045,0.658448482327022,1.0,23.39878080438294
-1.3918573487844548,0.03558415153674898,-0.7716751611914203,0.24235877421004415,0.9030630816675106,0.772515378265365,0.6846251696746338,0.023988187701840857,0.19884976063919557,0.193807589000226,1.0,23.119008579206714
-0.353835931358933,-0.5257372170322379,-2.175344959563737,0.11990606290363526,0.2955383125545826,0.11022976678352236,0.6390441866909504,0.9221441751748779,0.06545799609216107,0.3852781626712516,1.0,24.646884471978282
-0.389205536794984,-0.14273749669272318,-1.6430788510394505,0.22133715607158588,0.6174468232038455,0.9685650234762593,0.8542943171452241,0.029748045223817354,0.302631906625208,0.9166100625113885,1.0,27.483763590323907
1.050309548847274,0.1587664104817184,-0.9976256552970382,0.6997162549356669,0.47477344224648066,0.5742880297583361,0.05496835687422774,0.6619637469137484,0.04490738989792109,0.4313332891111781,1.0,33.98987181393383
